Feature_1,Feature_2,Feature_3,Feature_4,Feature_5
0.029654940797728235,0.011428526824066254,0.33184400023449434,0.06143107860529495,0.5981735080564744
0.8859202535226233,0.4121337753639407,0.03827219890219569,0.08084240379080565,0.08191454230184858
0.8093673338215349,0.8006940028849979,0.016909811354707704,0.8612943252306178,0.9113002243524484
0.40087668463516213,0.28689069833770775,0.8430448852638386,0.6170445529774164,0.1405987267853942
0.2287556137159159,0.841497971175196,0.8443584735081981,0.22014599338063867,0.811137639752162
0.5359535338891156,0.6104284489824332,0.5238698831262817,0.6396291484955626,0.005156348033917069
0.024738783415619525,0.6900263853157124,0.1715930195622134,0.6939306736886565,0.2852656231218128
0.05510592078168841,0.5822229025860094,0.2958187265655955,0.32281613557530464,0.9669893878549964
0.19493466478308674,0.34739650514561404,0.1040140651107091,0.40178185247448894,0.09284764508729115
0.5048438064616992,0.7425907409447408,0.005290509169382895,0.09016116884502079,0.05618398091194032
0.8843256633664335,0.9855858566528506,0.5201746856274987,0.19841742953279573,0.9333483160830192
0.6545982033421369,0.791791747160087,0.511215678611379,0.7882118923792203,0.33479673167486723
0.11325313441738971,0.9048139767028247,0.004223913508407007,0.07350388060676039,0.13229136395536234
0.9421499192747,0.3029296862426224,0.2133130511803032,0.2556625525155257,0.09592006679437992
0.4017978829990967,0.7310276403556994,0.6482099352415909,0.250845580834519,0.22743891395182814
0.49581615834046866,0.8647649667829787,0.6340637531228465,0.7544924749082648,0.4371231912677318
0.4002120902427818,0.7229163139452544,0.3723685794123146,0.5525980303993004,0.08046361735719143
0.594275567103534,0.2809214669332072,0.7424475863144008,0.2988271966526831,0.7575366841711616
0.22636013801884003,0.0044076449230693315,0.13978028098719586,0.29576370224015924,0.19559381625075667
0.5488820378428916,0.2099921700900459,0.7784921702787021,0.4846799030422758,0.6393403927232835
0.16769630743472275,0.9246826037822882,0.7173399513633042,0.15481361149816686,0.7236336058193933
0.1864099258251244,0.8296645652434765,0.19664176333975436,0.9613006691117159,0.5475975848164579
0.22286359973606018,0.21272669051414417,0.6279879624064401,0.633276129149952,0.3032790372858618
0.8163677514534665,0.41905671700889435,0.8138582852339901,0.26521517056103106,0.9834254714034867
0.8723053226599075,0.44852458936494555,0.33538450984738344,0.029706053983398317,0.9909367486495766
0.6809495248305892,0.18915818640159343,0.0450455494971731,0.013139545362499061,0.6618106166295956
0.10751234469652782,0.309957639304688,0.30794744829381004,0.11747222616483843,0.9469314207950004
0.977390549235605,0.9044792542687089,0.7961801494650353,0.06542942286782805,0.7170386259969244
0.4559104342797371,0.15148371295050145,0.64672019512236,0.02923457187959755,0.7535208725100521
0.8897329460901544,0.010380039277155584,0.3274278428066417,0.828491091472489,0.11259759396041913
